Day,TimeSlot,Room,Course,Year,Division,Subject,Teacher
Thursday,17:00-18:00,4109,CS(AI),LY,A,AI - Artificial Intelligence,SRH
Thursday,17:00-18:00,4305,CS(AI),LY,B,RAAD - Reasoning and Aptitude Dev.,SRH
Thursday,17:00-18:00,2113,CS(AI),LY,C,LADE - Linear Algebra & Diff. Equations,VKJ
Thursday,17:00-18:00,2318,CS(AI),LY,D,ML - Machine Learning,VKJ
Thursday,17:00-18:00,2009,CS(AI),LY,E,PSP - Problem Solving & Programming,PNM
Thursday,17:00-18:00,2015,CS(AIML),FY,A,AI - Artificial Intelligence,PNM
Thursday,17:00-18:00,2014,CS(AIML),FY,B,WD - Web Development,JAK
Thursday,17:00-18:00,1023,CS(AIML),FY,C,AI - Artificial Intelligence,VKJ
Thursday,17:00-18:00,1122,CS(AIML),FY,D,ML - Machine Learning,AMK
Thursday,17:00-18:00,3210,CS(AIML),FY,E,IKS - Indian Knowledge System,AMK
Thursday,17:00-18:00,4019,CS(AIML),SY,D,GP - General Proficiency,VKJ
Thursday,17:00-18:00,4107,CS(AIML),TY,A,OS - Operating Systems,AMK
Thursday,17:00-18:00,4022,CS(AIML),TY,C,WD - Web Development,AMK
Thursday,17:00-18:00,2119,CS(AIML),TY,D,IKS - Indian Knowledge System,SRH
Thursday,17:00-18:00,4106,CS(AIML),TY,E,AI - Artificial Intelligence,AMK
Thursday,17:00-18:00,3312,CS(AIML),LY,A,IKS - Indian Knowledge System,AAB
Thursday,17:00-18:00,4309,CS(AIML),LY,B,LADE - Linear Algebra & Diff. Equations,JAK
Thursday,17:00-18:00,1114,CS(AIML),LY,C,AI - Artificial Intelligence,SRH
Thursday,17:00-18:00,1013,CS(AIML),LY,D,CN - Computer Networks,KGT
Thursday,17:00-18:00,2012,CS(AIML),LY,E,COA - Computer Org. & Architecture,AMK
Thursday,17:00-18:00,4112,AIDS,FY,A,ML - Machine Learning,JAK
Thursday,17:00-18:00,4020,AIDS,FY,B,IKS - Indian Knowledge System,AAB
Thursday,17:00-18:00,1105,AIDS,FY,D,OS - Operating Systems,JAK
Thursday,17:00-18:00,1012,AIDS,SY,B,PSP - Problem Solving & Programming,JAK
Thursday,17:00-18:00,3200,AIDS,SY,D,DBMS - Database Management Systems,JAK
Thursday,17:00-18:00,3221,AIDS,SY,E,WD - Web Development,PNM
Thursday,17:00-18:00,2120,AIDS,TY,D,ML - Machine Learning,SRH
Thursday,17:00-18:00,1211,AIDS,TY,E,RAAD - Reasoning and Aptitude Dev.,SRH
Thursday,17:00-18:00,2122,AIDS,LY,A,CN - Computer Networks,SRH
Thursday,17:00-18:00,1304,AIDS,LY,B,RAAD - Reasoning and Aptitude Dev.,AMK
Thursday,17:00-18:00,3017,AIDS,LY,D,CN - Computer Networks,PNM
Thursday,17:00-18:00,2215,AIDS,LY,E,COA - Computer Org. & Architecture,PNM
Friday,08:00-09:00,1215,CS,FY,A,RAAD - Reasoning and Aptitude Dev.,AMK
Friday,08:00-09:00,1108,CS,FY,B,LADE - Linear Algebra & Diff. Equations,AAB
Friday,08:00-09:00,2210,CS,FY,C,DBMS - Database Management Systems,PNM
Friday,08:00-09:00,1319,CS,FY,D,OS - Operating Systems,KGT
Friday,08:00-09:00,2323,CS,SY,A,AI - Artificial Intelligence,AMK
Friday,08:00-09:00,1019,CS,SY,B,LADE - Linear Algebra & Diff. Equations,AMK
Friday,08:00-09:00,3018,CS,SY,C,RAAD - Reasoning and Aptitude Dev.,JAK
Friday,08:00-09:00,2314,CS,SY,D,PSP - Problem Solving & Programming,KGT
Friday,08:00-09:00,4119,CS,TY,A,PSP - Problem Solving & Programming,PNM
Friday,08:00-09:00,3309,CS,TY,C,ML - Machine Learning,SRH
Friday,08:00-09:00,3217,CS,TY,E,DBMS - Database Management Systems,AAB
Friday,08:00-09:00,2009,CS,LY,A,GP - General Proficiency,SRH
Friday,08:00-09:00,4101,CS,LY,B,WD - Web Development,AMK
Friday,08:00-09:00,3108,CS,LY,C,GP - General Proficiency,VKJ
Friday,08:00-09:00,4217,CS,LY,D,RAAD - Reasoning and Aptitude Dev.,JAK
Friday,08:00-09:00,1222,CS,LY,E,PSP - Problem Solving & Programming,KGT
Friday,08:00-09:00,4106,IT,FY,B,IKS - Indian Knowledge System,AMK
Friday,08:00-09:00,4009,IT,FY,C,AI - Artificial Intelligence,AMK
Friday,08:00-09:00,2108,IT,FY,D,PSP - Problem Solving & Programming,SRH
Friday,08:00-09:00,4123,IT,FY,E,CN - Computer Networks,SRH
Friday,08:00-09:00,4324,IT,SY,A,AI - Artificial Intelligence,PNM
Friday,08:00-09:00,3205,IT,SY,B,CN - Computer Networks,PNM
Friday,08:00-09:00,3206,IT,SY,C,CN - Computer Networks,AAB
Friday,08:00-09:00,1121,IT,SY,D,CN - Computer Networks,KGT
Friday,08:00-09:00,3202,IT,TY,A,OS - Operating Systems,PNM
Friday,08:00-09:00,2115,IT,TY,B,RAAD - Reasoning and Aptitude Dev.,VKJ
Friday,08:00-09:00,3018,IT,TY,C,RAAD - Reasoning and Aptitude Dev.,PNM
Friday,08:00-09:00,3111,IT,TY,D,OS - Operating Systems,SRH
Friday,08:00-09:00,3008,IT,TY,E,RAAD - Reasoning and Aptitude Dev.,VKJ
Friday,08:00-09:00,4006,IT,LY,A,PSP - Problem Solving & Programming,VKJ
Friday,08:00-09:00,2306,IT,LY,B,IKS - Indian Knowledge System,JAK
Friday,08:00-09:00,4118,IT,LY,D,PSP - Problem Solving & Programming,PNM
Friday,08:00-09:00,2312,IT,LY,E,RAAD - Reasoning and Aptitude Dev.,VKJ
Friday,08:00-09:00,3102,CS(AI),FY,A,GP - General Proficiency,AAB
Friday,08:00-09:00,2021,CS(AI),FY,B,CN - Computer Networks,AAB
Friday,08:00-09:00,2016,CS(AI),FY,C,DBMS - Database Management Systems,SRH
Friday,08:00-09:00,3106,CS(AI),FY,D,GP - General Proficiency,PNM
Friday,08:00-09:00,1202,CS(AI),FY,E,DBMS - Database Management Systems,KGT
Friday,08:00-09:00,2023,CS(AI),SY,A,CN - Computer Networks,AMK
Friday,08:00-09:00,1203,CS(AI),SY,C,DBMS - Database Management Systems,KGT
Friday,08:00-09:00,4021,CS(AI),TY,B,IKS - Indian Knowledge System,VKJ
Friday,08:00-09:00,2323,CS(AI),TY,D,GP - General Proficiency,AMK
Friday,08:00-09:00,2324,CS(AI),LY,A,DBMS - Database Management Systems,AMK
Friday,08:00-09:00,3324,CS(AI),LY,B,OS - Operating Systems,AAB
Friday,08:00-09:00,1113,CS(AI),LY,C,SRM - Scientific Research Methods,JAK
Friday,08:00-09:00,1100,CS(AI),LY,E,COA - Computer Org. & Architecture,KGT
Friday,08:00-09:00,1017,CS(AIML),FY,A,CN - Computer Networks,KGT
Friday,08:00-09:00,4307,CS(AIML),FY,C,RAAD - Reasoning and Aptitude Dev.,AMK
Friday,08:00-09:00,3015,CS(AIML),FY,D,LADE - Linear Algebra & Diff. Equations,AMK
Friday,08:00-09:00,4206,CS(AIML),FY,E,WD - Web Development,PNM
Friday,08:00-09:00,3315,CS(AIML),SY,B,LADE - Linear Algebra & Diff. Equations,KGT
Friday,08:00-09:00,4000,CS(AIML),SY,C,COA - Computer Org. & Architecture,PNM
Friday,08:00-09:00,2008,CS(AIML),SY,D,CN - Computer Networks,AAB
Friday,08:00-09:00,2209,CS(AIML),TY,B,SRM - Scientific Research Methods,JAK
Friday,08:00-09:00,2018,CS(AIML),TY,C,GP - General Proficiency,PNM
Friday,08:00-09:00,3322,CS(AIML),TY,D,RAAD - Reasoning and Aptitude Dev.,KGT
Friday,08:00-09:00,4218,CS(AIML),TY,E,LADE - Linear Algebra & Diff. Equations,AAB
Friday,08:00-09:00,2223,CS(AIML),LY,A,COA - Computer Org. & Architecture,PNM
Friday,08:00-09:00,4114,CS(AIML),LY,B,SRM - Scientific Research Methods,AMK
Friday,08:00-09:00,1201,CS(AIML),LY,D,ML - Machine Learning,SRH
Friday,08:00-09:00,3202,AIDS,FY,A,RAAD - Reasoning and Aptitude Dev.,KGT
Friday,08:00-09:00,1014,AIDS,FY,B,ML - Machine Learning,VKJ
Friday,08:00-09:00,3311,AIDS,FY,C,COA - Computer Org. & Architecture,AMK
Friday,08:00-09:00,1211,AIDS,FY,D,PSP - Problem Solving & Programming,KGT
Friday,08:00-09:00,4110,AIDS,SY,A,CN - Computer Networks,JAK
Friday,08:00-09:00,4304,AIDS,SY,B,RAAD - Reasoning and Aptitude Dev.,PNM
Friday,08:00-09:00,3203,AIDS,SY,C,LADE - Linear Algebra & Diff. Equations,JAK
Friday,08:00-09:00,3310,AIDS,SY,D,CN - Computer Networks,VKJ
Friday,08:00-09:00,2315,AIDS,SY,E,WD - Web Development,AMK
Friday,08:00-09:00,3202,AIDS,TY,A,GP - General Proficiency,PNM
Friday,08:00-09:00,2201,AIDS,TY,B,RAAD - Reasoning and Aptitude Dev.,SRH
Friday,08:00-09:00,3223,AIDS,TY,C,GP - General Proficiency,AAB
Friday,08:00-09:00,3207,AIDS,TY,D,ML - Machine Learning,PNM
Friday,08:00-09:00,4322,AIDS,TY,E,OS - Operating Systems,KGT
Friday,08:00-09:00,4121,AIDS,LY,A,GP - General Proficiency,SRH
Friday,08:00-09:00,1206,AIDS,LY,C,ML - Machine Learning,VKJ
Friday,08:00-09:00,2124,AIDS,LY,D,SRM - Scientific Research Methods,VKJ
Friday,08:00-09:00,4119,AIDS,LY,E,CN - Computer Networks,VKJ
Friday,09:00-10:00,3206,CS,FY,A,DBMS - Database Management Systems,VKJ
Friday,09:00-10:00,2200,CS,FY,B,IKS - Indian Knowledge System,SRH
Friday,09:00-10:00,2108,CS,FY,C,IKS - Indian Knowledge System,KGT
Friday,09:00-10:00,4216,CS,FY,E,LADE - Linear Algebra & Diff. Equations,PNM
Friday,09:00-10:00,3206,CS,SY,A,CN - Computer Networks,SRH
Friday,09:00-10:00,1220,CS,SY,D,COA - Computer Org. & Architecture,PNM
Friday,09:00-10:00,2013,CS,SY,E,LADE - Linear Algebra & Diff. Equations,AMK
Friday,09:00-10:00,3215,CS,TY,A,ML - Machine Learning,AMK
Friday,09:00-10:00,1018,CS,TY,B,OS - Operating Systems,PNM
Friday,09:00-10:00,4023,CS,TY,D,COA - Computer Org. & Architecture,PNM
Friday,09:00-10:00,3004,CS,TY,E,LADE - Linear Algebra & Diff. Equations,AAB
Friday,09:00-10:00,4214,CS,LY,D,SRM - Scientific Research Methods,AAB
Friday,09:00-10:00,2024,IT,FY,A,AI - Artificial Intelligence,SRH
Friday,09:00-10:00,2307,IT,FY,D,WD - Web Development,PNM
Friday,09:00-10:00,2304,IT,FY,E,RAAD - Reasoning and Aptitude Dev.,VKJ
Friday,09:00-10:00,1023,IT,SY,A,CN - Computer Networks,JAK
Friday,09:00-10:00,2216,IT,SY,B,COA - Computer Org. & Architecture,VKJ
Friday,09:00-10:00,4314,IT,SY,C,PSP - Problem Solving & Programming,AAB
Friday,09:00-10:00,4206,IT,TY,A,OS - Operating Systems,AMK
Friday,09:00-10:00,4021,IT,TY,B,LADE - Linear Algebra & Diff. Equations,AAB
Friday,09:00-10:00,3203,IT,TY,C,RAAD - Reasoning and Aptitude Dev.,VKJ
Friday,09:00-10:00,1008,IT,TY,D,RAAD - Reasoning and Aptitude Dev.,AMK
Friday,09:00-10:00,2002,IT,LY,A,ML - Machine Learning,SRH
Friday,09:00-10:00,2315,IT,LY,B,GP - General Proficiency,PNM
Friday,09:00-10:00,2207,IT,LY,D,CN - Computer Networks,SRH
Friday,09:00-10:00,3105,IT,LY,E,IKS - Indian Knowledge System,PNM
Friday,09:00-10:00,3211,CS(AI),SY,A,WD - Web Development,VKJ
Friday,09:00-10:00,3115,CS(AI),SY,B,LADE - Linear Algebra & Diff. Equations,JAK
Friday,09:00-10:00,4008,CS(AI),SY,C,DBMS - Database Management Systems,VKJ
Friday,09:00-10:00,4022,CS(AI),SY,D,AI - Artificial Intelligence,VKJ
Friday,09:00-10:00,1202,CS(AI),SY,E,PSP - Problem Solving & Programming,PNM
Friday,09:00-10:00,3324,CS(AI),TY,A,LADE - Linear Algebra & Diff. Equations,VKJ
Friday,09:00-10:00,1212,CS(AI),TY,B,COA - Computer Org. & Architecture,PNM
Friday,09:00-10:00,3103,CS(AI),TY,C,OS - Operating Systems,AMK
Friday,09:00-10:00,4106,CS(AI),TY,D,LADE - Linear Algebra & Diff. Equations,KGT
Friday,09:00-10:00,1315,CS(AI),TY,E,LADE - Linear Algebra & Diff. Equations,AAB
Friday,09:00-10:00,3105,CS(AI),LY,A,SRM - Scientific Research Methods,VKJ
Friday,09:00-10:00,3101,CS(AI),LY,D,DBMS - Database Management Systems,AMK
Friday,09:00-10:00,4218,CS(AI),LY,E,OS - Operating Systems,AAB
Friday,09:00-10:00,4115,CS(AIML),FY,B,ML - Machine Learning,KGT
Friday,09:00-10:00,2019,CS(AIML),FY,C,LADE - Linear Algebra & Diff. Equations,VKJ
Friday,09:00-10:00,4305,CS(AIML),FY,D,DBMS - Database Management Systems,PNM
Friday,09:00-10:00,3307,CS(AIML),FY,E,CN - Computer Networks,PNM
Friday,09:00-10:00,4108,CS(AIML),SY,B,OS - Operating Systems,SRH
Friday,09:00-10:00,3315,CS(AIML),SY,C,WD - Web Development,PNM
Friday,09:00-10:00,4100,CS(AIML),TY,B,CN - Computer Networks,PNM
Friday,09:00-10:00,1019,CS(AIML),TY,C,DBMS - Database Management Systems,AMK
Friday,09:00-10:00,3313,CS(AIML),TY,D,SRM - Scientific Research Methods,JAK
Friday,09:00-10:00,3206,CS(AIML),TY,E,COA - Computer Org. & Architecture,AMK
Friday,09:00-10:00,1314,CS(AIML),LY,A,COA - Computer Org. & Architecture,PNM
Friday,09:00-10:00,4317,CS(AIML),LY,B,AI - Artificial Intelligence,AAB
Friday,09:00-10:00,2124,CS(AIML),LY,C,GP - General Proficiency,KGT
Friday,09:00-10:00,2107,CS(AIML),LY,E,COA - Computer Org. & Architecture,AAB
Friday,09:00-10:00,4223,AIDS,FY,A,WD - Web Development,AMK
Friday,09:00-10:00,2024,AIDS,FY,B,IKS - Indian Knowledge System,JAK
Friday,09:00-10:00,4210,AIDS,FY,D,GP - General Proficiency,AMK
Friday,09:00-10:00,1017,AIDS,FY,E,WD - Web Development,VKJ
Friday,09:00-10:00,3311,AIDS,SY,A,GP - General Proficiency,JAK
Friday,09:00-10:00,1322,AIDS,SY,C,PSP - Problem Solving & Programming,SRH
Friday,09:00-10:00,2119,AIDS,TY,A,RAAD - Reasoning and Aptitude Dev.,AMK
Friday,09:00-10:00,3024,AIDS,TY,C,OS - Operating Systems,JAK
Friday,09:00-10:00,2324,AIDS,TY,D,GP - General Proficiency,SRH
Friday,09:00-10:00,1108,AIDS,LY,A,RAAD - Reasoning and Aptitude Dev.,KGT
Friday,09:00-10:00,2324,AIDS,LY,D,RAAD - Reasoning and Aptitude Dev.,JAK
Friday,10:00-11:00,3302,CS,FY,A,DBMS - Database Management Systems,VKJ
Friday,10:00-11:00,3211,CS,FY,C,PSP - Problem Solving & Programming,KGT
Friday,10:00-11:00,4223,CS,FY,D,IKS - Indian Knowledge System,VKJ
Friday,10:00-11:00,4201,CS,SY,A,ML - Machine Learning,PNM
Friday,10:00-11:00,2315,CS,SY,B,SRM - Scientific Research Methods,JAK
Friday,10:00-11:00,2101,CS,SY,C,RAAD - Reasoning and Aptitude Dev.,KGT
Friday,10:00-11:00,4102,CS,TY,A,SRM - Scientific Research Methods,KGT
Friday,10:00-11:00,2107,CS,TY,B,CN - Computer Networks,JAK
Friday,10:00-11:00,1103,CS,TY,E,IKS - Indian Knowledge System,PNM
Friday,10:00-11:00,2107,CS,LY,A,SRM - Scientific Research Methods,AAB
Friday,10:00-11:00,2310,CS,LY,B,OS - Operating Systems,JAK
Friday,10:00-11:00,4013,CS,LY,D,GP - General Proficiency,PNM
Friday,10:00-11:00,4109,IT,FY,A,GP - General Proficiency,JAK
Friday,10:00-11:00,3313,IT,FY,C,IKS - Indian Knowledge System,PNM
Friday,10:00-11:00,4116,IT,FY,D,IKS - Indian Knowledge System,SRH
Friday,10:00-11:00,2319,IT,FY,E,GP - General Proficiency,JAK
Friday,10:00-11:00,3305,IT,SY,B,DBMS - Database Management Systems,AAB
Friday,10:00-11:00,3015,IT,SY,D,CN - Computer Networks,KGT
Friday,10:00-11:00,4124,IT,SY,E,WD - Web Development,PNM
Friday,10:00-11:00,1101,IT,TY,B,IKS - Indian Knowledge System,JAK
Friday,10:00-11:00,2222,IT,TY,C,DBMS - Database Management Systems,AAB
Friday,10:00-11:00,4009,IT,TY,D,WD - Web Development,AAB
Friday,10:00-11:00,4220,IT,TY,E,RAAD - Reasoning and Aptitude Dev.,JAK
Friday,10:00-11:00,1023,IT,LY,A,IKS - Indian Knowledge System,VKJ
Friday,10:00-11:00,1301,IT,LY,B,GP - General Proficiency,VKJ
Friday,10:00-11:00,1220,IT,LY,C,PSP - Problem Solving & Programming,AMK
Friday,10:00-11:00,2117,IT,LY,D,RAAD - Reasoning and Aptitude Dev.,SRH
Friday,10:00-11:00,3007,IT,LY,E,WD - Web Development,PNM
Friday,10:00-11:00,2118,CS(AI),FY,A,SRM - Scientific Research Methods,SRH
Friday,10:00-11:00,2220,CS(AI),FY,C,LADE - Linear Algebra & Diff. Equations,JAK
Friday,10:00-11:00,2018,CS(AI),FY,D,SRM - Scientific Research Methods,JAK
Friday,10:00-11:00,3111,CS(AI),SY,A,LADE - Linear Algebra & Diff. Equations,PNM
Friday,10:00-11:00,3221,CS(AI),SY,B,AI - Artificial Intelligence,VKJ
Friday,10:00-11:00,1224,CS(AI),SY,C,RAAD - Reasoning and Aptitude Dev.,KGT
Friday,10:00-11:00,1300,CS(AI),SY,E,AI - Artificial Intelligence,SRH
Friday,10:00-11:00,2009,CS(AI),TY,A,IKS - Indian Knowledge System,KGT
Friday,10:00-11:00,4305,CS(AI),TY,B,ML - Machine Learning,PNM
Friday,10:00-11:00,4221,CS(AI),TY,E,ML - Machine Learning,AAB
Friday,10:00-11:00,1112,CS(AI),LY,A,RAAD - Reasoning and Aptitude Dev.,KGT
Friday,10:00-11:00,1015,CS(AI),LY,C,ML - Machine Learning,VKJ
Friday,10:00-11:00,4304,CS(AI),LY,E,PSP - Problem Solving & Programming,VKJ
Friday,10:00-11:00,2217,CS(AIML),FY,A,AI - Artificial Intelligence,KGT
Friday,10:00-11:00,2212,CS(AIML),FY,B,IKS - Indian Knowledge System,AAB
Friday,10:00-11:00,2017,CS(AIML),FY,C,OS - Operating Systems,AAB
Friday,10:00-11:00,1117,CS(AIML),FY,E,WD - Web Development,KGT
Friday,10:00-11:00,2323,CS(AIML),SY,A,WD - Web Development,AAB
Friday,10:00-11:00,4111,CS(AIML),SY,B,AI - Artificial Intelligence,PNM
Friday,10:00-11:00,4013,CS(AIML),SY,C,GP - General Proficiency,KGT
Friday,10:00-11:00,1317,CS(AIML),SY,E,COA - Computer Org. & Architecture,AAB
Friday,10:00-11:00,4007,CS(AIML),TY,A,RAAD - Reasoning and Aptitude Dev.,KGT
Friday,10:00-11:00,2001,CS(AIML),TY,C,IKS - Indian Knowledge System,SRH
Friday,10:00-11:00,4008,CS(AIML),TY,E,RAAD - Reasoning and Aptitude Dev.,PNM
Friday,10:00-11:00,3303,CS(AIML),LY,A,RAAD - Reasoning and Aptitude Dev.,AAB
Friday,10:00-11:00,3309,CS(AIML),LY,B,DBMS - Database Management Systems,AMK
Friday,10:00-11:00,4313,CS(AIML),LY,C,DBMS - Database Management Systems,AMK
Friday,10:00-11:00,1319,CS(AIML),LY,E,AI - Artificial Intelligence,AAB
Friday,10:00-11:00,4202,AIDS,FY,C,LADE - Linear Algebra & Diff. Equations,JAK
Friday,10:00-11:00,4203,AIDS,FY,D,ML - Machine Learning,SRH
Friday,10:00-11:00,1010,AIDS,FY,E,DBMS - Database Management Systems,KGT
Friday,10:00-11:00,4024,AIDS,SY,A,COA - Computer Org. & Architecture,VKJ
Friday,10:00-11:00,3205,AIDS,SY,B,RAAD - Reasoning and Aptitude Dev.,VKJ
Friday,10:00-11:00,2019,AIDS,SY,C,COA - Computer Org. & Architecture,KGT
Friday,10:00-11:00,2114,AIDS,SY,D,LADE - Linear Algebra & Diff. Equations,PNM
Friday,10:00-11:00,1310,AIDS,SY,E,CN - Computer Networks,VKJ
Friday,10:00-11:00,2103,AIDS,TY,B,PSP - Problem Solving & Programming,AMK
Friday,10:00-11:00,3314,AIDS,TY,C,GP - General Proficiency,SRH
Friday,10:00-11:00,1307,AIDS,TY,E,SRM - Scientific Research Methods,PNM
Friday,10:00-11:00,4206,AIDS,LY,A,SRM - Scientific Research Methods,AAB
Friday,10:00-11:00,3301,AIDS,LY,B,GP - General Proficiency,AAB
Friday,10:00-11:00,3009,AIDS,LY,D,DBMS - Database Management Systems,PNM
Friday,11:00-12:00,1221,CS,FY,A,SRM - Scientific Research Methods,VKJ
Friday,11:00-12:00,3301,CS,FY,B,AI - Artificial Intelligence,KGT
Friday,11:00-12:00,1222,CS,FY,C,SRM - Scientific Research Methods,AMK
Friday,11:00-12:00,1124,CS,FY,D,COA - Computer Org. & Architecture,VKJ
Friday,11:00-12:00,1004,CS,SY,A,CN - Computer Networks,JAK
Friday,11:00-12:00,2022,CS,SY,C,OS - Operating Systems,PNM
Friday,11:00-12:00,4217,CS,SY,D,DBMS - Database Management Systems,KGT
Friday,11:00-12:00,4214,CS,SY,E,CN - Computer Networks,SRH
Friday,11:00-12:00,1010,CS,TY,A,WD - Web Development,VKJ
Friday,11:00-12:00,3024,CS,TY,B,PSP - Problem Solving & Programming,PNM
Friday,11:00-12:00,4206,CS,TY,D,COA - Computer Org. & Architecture,JAK
Friday,11:00-12:00,1323,CS,LY,A,AI - Artificial Intelligence,VKJ
Friday,11:00-12:00,1003,CS,LY,B,GP - General Proficiency,JAK
Friday,11:00-12:00,3110,CS,LY,D,AI - Artificial Intelligence,SRH
Friday,11:00-12:00,2106,CS,LY,E,AI - Artificial Intelligence,VKJ
Friday,11:00-12:00,1200,IT,FY,B,OS - Operating Systems,PNM
Friday,11:00-12:00,3000,IT,FY,C,CN - Computer Networks,KGT
Friday,11:00-12:00,1314,IT,FY,D,GP - General Proficiency,AAB
Friday,11:00-12:00,3314,IT,FY,E,GP - General Proficiency,JAK
Friday,11:00-12:00,4010,IT,SY,A,RAAD - Reasoning and Aptitude Dev.,KGT
Friday,11:00-12:00,3112,IT,SY,C,GP - General Proficiency,PNM
Friday,11:00-12:00,4115,IT,SY,D,LADE - Linear Algebra & Diff. Equations,SRH
Friday,11:00-12:00,1317,IT,SY,E,AI - Artificial Intelligence,KGT
Friday,11:00-12:00,1310,IT,TY,A,IKS - Indian Knowledge System,AAB
Friday,11:00-12:00,2007,IT,TY,B,GP - General Proficiency,JAK
Friday,11:00-12:00,4301,IT,TY,D,RAAD - Reasoning and Aptitude Dev.,SRH
Friday,11:00-12:00,2105,IT,LY,B,DBMS - Database Management Systems,AMK
Friday,11:00-12:00,3010,IT,LY,C,GP - General Proficiency,JAK
Friday,11:00-12:00,1313,IT,LY,D,LADE - Linear Algebra & Diff. Equations,AAB
Friday,11:00-12:00,2012,CS(AI),FY,A,WD - Web Development,KGT
Friday,11:00-12:00,4019,CS(AI),FY,B,GP - General Proficiency,PNM
Friday,11:00-12:00,1209,CS(AI),FY,C,ML - Machine Learning,VKJ
Friday,11:00-12:00,3011,CS(AI),FY,D,COA - Computer Org. & Architecture,PNM
Friday,11:00-12:00,1016,CS(AI),FY,E,AI - Artificial Intelligence,VKJ
Friday,11:00-12:00,3300,CS(AI),SY,A,AI - Artificial Intelligence,PNM
Friday,11:00-12:00,1219,CS(AI),SY,B,IKS - Indian Knowledge System,VKJ
Friday,11:00-12:00,2203,CS(AI),TY,C,COA - Computer Org. & Architecture,AAB
Friday,11:00-12:00,3310,CS(AI),TY,D,PSP - Problem Solving & Programming,JAK
Friday,11:00-12:00,1311,CS(AI),TY,E,AI - Artificial Intelligence,PNM
Friday,11:00-12:00,4324,CS(AI),LY,A,GP - General Proficiency,AAB
Friday,11:00-12:00,2005,CS(AI),LY,B,AI - Artificial Intelligence,JAK
Friday,11:00-12:00,1006,CS(AI),LY,C,SRM - Scientific Research Methods,KGT
Friday,11:00-12:00,4200,CS(AI),LY,D,WD - Web Development,VKJ
Friday,11:00-12:00,4118,CS(AI),LY,E,RAAD - Reasoning and Aptitude Dev.,SRH
Friday,11:00-12:00,4115,CS(AIML),FY,A,ML - Machine Learning,SRH
Friday,11:00-12:00,2307,CS(AIML),SY,A,PSP - Problem Solving & Programming,SRH
Friday,11:00-12:00,4314,CS(AIML),SY,C,ML - Machine Learning,JAK
Friday,11:00-12:00,2218,CS(AIML),SY,E,LADE - Linear Algebra & Diff. Equations,AMK
Friday,11:00-12:00,2224,CS(AIML),TY,C,DBMS - Database Management Systems,JAK
Friday,11:00-12:00,1317,CS(AIML),TY,D,SRM - Scientific Research Methods,VKJ
Friday,11:00-12:00,2100,CS(AIML),TY,E,LADE - Linear Algebra & Diff. Equations,AMK
Friday,11:00-12:00,4214,CS(AIML),LY,B,COA - Computer Org. & Architecture,VKJ
Friday,11:00-12:00,3302,CS(AIML),LY,C,PSP - Problem Solving & Programming,KGT
Friday,11:00-12:00,2023,AIDS,FY,C,AI - Artificial Intelligence,VKJ
Friday,11:00-12:00,2223,AIDS,FY,E,ML - Machine Learning,SRH
Friday,11:00-12:00,4024,AIDS,SY,A,DBMS - Database Management Systems,SRH
Friday,11:00-12:00,4010,AIDS,SY,B,ML - Machine Learning,PNM
Friday,11:00-12:00,1014,AIDS,SY,C,COA - Computer Org. & Architecture,KGT
Friday,11:00-12:00,3220,AIDS,SY,D,ML - Machine Learning,VKJ
Friday,11:00-12:00,1107,AIDS,SY,E,WD - Web Development,VKJ
Friday,11:00-12:00,4318,AIDS,TY,A,RAAD - Reasoning and Aptitude Dev.,VKJ
Friday,11:00-12:00,4315,AIDS,TY,B,GP - General Proficiency,AAB
Friday,11:00-12:00,2002,AIDS,TY,C,SRM - Scientific Research Methods,PNM
Friday,11:00-12:00,2206,AIDS,TY,E,LADE - Linear Algebra & Diff. Equations,SRH
Friday,11:00-12:00,1105,AIDS,LY,A,RAAD - Reasoning and Aptitude Dev.,AAB
Friday,11:00-12:00,3115,AIDS,LY,B,GP - General Proficiency,JAK
Friday,12:00-13:00,1301,CS,FY,A,PSP - Problem Solving & Programming,AAB
Friday,12:00-13:00,3023,CS,FY,B,RAAD - Reasoning and Aptitude Dev.,AMK
Friday,12:00-13:00,3119,CS,FY,D,COA - Computer Org. & Architecture,SRH
Friday,12:00-13:00,1003,CS,FY,E,SRM - Scientific Research Methods,AAB
Friday,12:00-13:00,3216,CS,SY,D,ML - Machine Learning,PNM
Friday,12:00-13:00,1213,CS,SY,E,GP - General Proficiency,VKJ
Friday,12:00-13:00,4309,CS,TY,A,AI - Artificial Intelligence,PNM
Friday,12:00-13:00,4005,CS,TY,B,WD - Web Development,VKJ
Friday,12:00-13:00,2105,CS,TY,D,WD - Web Development,KGT
Friday,12:00-13:00,1023,CS,LY,A,PSP - Problem Solving & Programming,PNM
Friday,12:00-13:00,2200,CS,LY,C,RAAD - Reasoning and Aptitude Dev.,PNM
Friday,12:00-13:00,1208,CS,LY,D,WD - Web Development,VKJ
Friday,12:00-13:00,4116,CS,LY,E,SRM - Scientific Research Methods,SRH
Friday,12:00-13:00,1215,IT,FY,A,PSP - Problem Solving & Programming,VKJ
Friday,12:00-13:00,2116,IT,FY,B,WD - Web Development,AMK
Friday,12:00-13:00,1215,IT,FY,C,AI - Artificial Intelligence,JAK
Friday,12:00-13:00,4001,IT,FY,E,WD - Web Development,AAB
